"","Team","Year","R.G","BA","OBP","SLG","OPS","OPS_plus","Playoffs","ERA","H9","HR9","BB9","SO9","SO.W","num_batters","Games_Played","PA","AB","H_own","B2","B3","HR_own","RBI","SB","CS","BB_own","SO_own","TB","GDP","HBP_own","SH","SF","IBB_own","LOB_own","num_pitchers","RA.G","CG","tSho","cSho","Saves","IP","R_allowed","ER","IBB_allowed","HBP_allowed","BK","WP","BF","ERA_plus","FIP","WHIP","LOB_allowed"
"531","FLA",1995,4.71,0.262,0.335,0.406,0.741,95,FALSE,4.27,9.1,1,3.9,7,1.77,0.321678321678322,1,38.9440559440559,34.1678321678322,8.93706293706294,1.4965034965035,0.202797202797203,1.00699300699301,4.44755244755245,0.916083916083916,0.370629370629371,3.61538461538462,6.40559440559441,13.8601398601399,0.734265734265734,0.342657342657343,0.482517482517482,0.335664335664336,0.251748251748252,7.18881118881119,0.188811188811189,0.0329370629370629,0.0839160839160839,0.048951048951049,0.034965034965035,0.202797202797203,8.99300699300699,4.70629370629371,4.26573426573427,0.377622377622378,0.321678321678322,0.034965034965035,0.251748251748252,39.3566433566434,0.692307692307692,0.0305594405594406,0.0101188811188811,7.67132867132867
"532","HOU",1995,5.19,0.275,0.353,0.399,0.752,105,FALSE,4.06,9.2,0.8,3.1,7.2,2.3,0.305555555555556,1,40.6736111111111,35.3958333333333,9.74305555555556,1.80555555555556,0.152777777777778,0.756944444444444,4.81944444444444,1.22222222222222,0.416666666666667,3.93055555555556,6.88888888888889,14.125,0.791666666666667,0.479166666666667,0.541666666666667,0.326388888888889,0.402777777777778,8.00694444444444,0.131944444444444,0.0325,0.0416666666666667,0.0555555555555556,0.0277777777777778,0.222222222222222,9.16736111111111,4.68055555555556,4.13888888888889,0.361111111111111,0.347222222222222,0.0416666666666667,0.368055555555556,39.6041666666667,0.659722222222222,0.0265277777777778,0.00955555555555555,7.41666666666667
"533","KCR",1995,4.37,0.26,0.328,0.396,0.724,87,FALSE,4.49,9.2,1,3.5,5.3,1.52,0.354166666666667,1,38.3888888888889,34.0486111111111,8.85416666666667,1.66666666666667,0.243055555555556,0.826388888888889,4.01388888888889,0.833333333333333,0.368055555555556,3.29861111111111,5.89583333333333,13.4861111111111,0.729166666666667,0.298611111111111,0.458333333333333,0.270833333333333,0.229166666666667,7.06944444444444,0.145833333333333,0.0333333333333333,0.0763888888888889,0.0694444444444444,0.0208333333333333,0.256944444444444,8.94444444444444,4.79861111111111,4.45833333333333,0.263888888888889,0.263888888888889,0.0347222222222222,0.3125,38.6180555555556,0.743055555555556,0.0320138888888889,0.00984722222222222,6.98611111111111
"534","LAD",1995,4.4,0.264,0.329,0.4,0.729,99,TRUE,3.66,8.3,0.9,3.2,7.4,2.29,0.340277777777778,1,38.5,34.3194444444444,9.04861111111111,1.32638888888889,0.215277777777778,0.972222222222222,4.11805555555556,0.881944444444444,0.3125,3.25,7.10416666666667,13.7222222222222,0.6875,0.208333333333333,0.472222222222222,0.243055555555556,0.319444444444444,7.28472222222222,0.145833333333333,0.029375,0.111111111111111,0.0763888888888889,0.0625,0.256944444444444,8.99305555555556,4.22916666666667,3.65277777777778,0.3125,0.256944444444444,0.0833333333333333,0.340277777777778,38.0625,0.715277777777778,0.0269444444444444,0.00884722222222222,6.85416666666667
"535","MIL",1995,5.14,0.266,0.336,0.409,0.745,89,FALSE,4.82,9.7,1,4.2,4.9,1.16,0.284722222222222,1,39.1041666666667,34.7222222222222,9.22916666666667,1.72916666666667,0.291666666666667,0.888888888888889,4.86111111111111,0.729166666666667,0.277777777777778,3.48611111111111,5.55555555555556,14.2083333333333,0.729166666666667,0.319444444444444,0.284722222222222,0.291666666666667,0.138888888888889,7.02777777777778,0.152777777777778,0.0360416666666667,0.0486111111111111,0.0277777777777778,0,0.215277777777778,8.93055555555556,5.1875,4.78472222222222,0.270833333333333,0.326388888888889,0.0486111111111111,0.3125,39.6319444444444,0.715277777777778,0.0347916666666667,0.0107708333333333,7.65277777777778
"536","MIN",1995,4.88,0.279,0.346,0.419,0.765,98,FALSE,5.76,10.3,1.5,3.8,5.6,1.48,0.319444444444444,1,38.8055555555556,34.7569444444444,9.70833333333333,1.875,0.236111111111111,0.833333333333333,4.59722222222222,0.729166666666667,0.395833333333333,3.27083333333333,6.36111111111111,14.5555555555556,1.05555555555556,0.402777777777778,0.125,0.25,0.222222222222222,7.11805555555556,0.152777777777778,0.0428472222222222,0.0486111111111111,0.0138888888888889,0.0138888888888889,0.1875,8.83472222222222,6.17361111111111,5.65972222222222,0.125,0.25,0.0277777777777778,0.361111111111111,39.6805555555556,0.583333333333333,0.0371527777777778,0.0108194444444444,6.99305555555556
"537","MON",1995,4.31,0.259,0.32,0.394,0.714,85,FALSE,4.11,9,0.9,2.9,6.7,2.28,0.3125,1,37.8680555555556,34.0625,8.80555555555556,1.84027777777778,0.166666666666667,0.819444444444444,3.97222222222222,0.833333333333333,0.340277777777778,2.77777777777778,6.25694444444444,13.4375,0.743055555555556,0.388888888888889,0.402777777777778,0.222222222222222,0.298611111111111,6.73611111111111,0.145833333333333,0.0307638888888889,0.0486111111111111,0.0625,0.0347222222222222,0.291666666666667,8.91111111111111,4.43055555555556,4.06944444444444,0.180555555555556,0.409722222222222,0.0625,0.3125,38.1319444444444,0.736111111111111,0.0279861111111111,0.00920833333333333,6.95833333333333
"538","NYM",1995,4.56,0.267,0.33,0.4,0.73,95,FALSE,3.88,9,0.9,2.8,6.3,2.25,0.3125,1,38.7569444444444,34.4305555555556,9.1875,1.51388888888889,0.236111111111111,0.868055555555556,4.28472222222222,0.402777777777778,0.270833333333333,3.09722222222222,6.90277777777778,13.7777777777778,0.729166666666667,0.291666666666667,0.638888888888889,0.298611111111111,0.305555555555556,7.22916666666667,0.152777777777778,0.0297916666666667,0.0625,0.0625,0.00694444444444444,0.25,8.96527777777778,4.29166666666667,3.86111111111111,0.333333333333333,0.243055555555556,0.0833333333333333,0.270833333333333,38.0763888888889,0.722222222222222,0.0281944444444444,0.009125,6.88888888888889
"539","NYY",1995,5.17,0.276,0.357,0.42,0.778,103,TRUE,4.56,9,1.1,3.7,6.4,1.7,0.289655172413793,1,39.3034482758621,34.1172413793103,9.41379310344828,1.93103448275862,0.23448275862069,0.841379310344828,4.88965517241379,0.344827586206897,0.206896551724138,4.31034482758621,5.86896551724138,14.3379310344828,0.958620689655172,0.268965517241379,0.137931034482759,0.468965517241379,0.248275862068966,7.76551724137931,0.137931034482759,0.0326896551724138,0.124137931034483,0.0344827586206897,0.0206896551724138,0.241379310344828,8.85655172413793,4.7448275862069,4.48965517241379,0.144827586206897,0.220689655172414,0.0344827586206897,0.344827586206897,38.448275862069,0.703448275862069,0.0318620689655172,0.00977241379310345,7.12413793103448
"540","OAK",1995,5.07,0.264,0.341,0.42,0.762,106,FALSE,4.93,9.3,1.1,3.9,6.3,1.6,0.305555555555556,1,39.0069444444444,34.1388888888889,9,1.58333333333333,0.125,1.17361111111111,4.81944444444444,0.777777777777778,0.319444444444444,3.92361111111111,6.32638888888889,14.3541666666667,0.75,0.3125,0.222222222222222,0.402777777777778,0.173611111111111,7.28472222222222,0.159722222222222,0.0366666666666667,0.0555555555555556,0.0277777777777778,0.0138888888888889,0.236111111111111,8.84027777777778,5.28472222222222,4.84722222222222,0.180555555555556,0.368055555555556,0.0277777777777778,0.388888888888889,38.9305555555556,0.604166666666667,0.0326388888888889,0.0102361111111111,7.125
"541","PHI",1995,4.27,0.262,0.332,0.384,0.716,90,FALSE,4.21,8.7,0.9,3.8,6.8,1.82,0.347222222222222,1,38.9791666666667,34.375,9,1.82638888888889,0.208333333333333,0.652777777777778,4,0.5,0.173611111111111,3.45138888888889,6.13888888888889,13.2013888888889,0.743055555555556,0.319444444444444,0.534722222222222,0.284722222222222,0.263888888888889,7.73611111111111,0.180555555555556,0.0317361111111111,0.0555555555555556,0.0555555555555556,0.0208333333333333,0.284722222222222,8.95902777777778,4.56944444444444,4.1875,0.25,0.381944444444444,0.0694444444444444,0.395833333333333,38.7152777777778,0.694444444444444,0.0299305555555556,0.00957638888888889,7.26388888888889
"542","PIT",1995,4.37,0.259,0.323,0.396,0.719,88,FALSE,4.7,9.9,0.9,3.4,6.1,1.83,0.277777777777778,1,38.2013888888889,34.2847222222222,8.89583333333333,1.70138888888889,0.1875,0.868055555555556,4.07638888888889,0.583333333333333,0.381944444444444,3.16666666666667,6.75,13.5763888888889,0.611111111111111,0.166666666666667,0.354166666666667,0.229166666666667,0.3125,7.01388888888889,0.145833333333333,0.0354861111111111,0.0763888888888889,0.0486111111111111,0.0208333333333333,0.201388888888889,8.85486111111111,5.11111111111111,4.625,0.347222222222222,0.395833333333333,0.0277777777777778,0.451388888888889,39.0138888888889,0.631944444444444,0.03,0.0102569444444444,7.33333333333333
"543","SDP",1995,4.64,0.272,0.334,0.397,0.731,95,FALSE,4.13,8.7,1,3.6,7.3,2.04,0.277777777777778,1,38.3819444444444,34.375,9.34027777777778,1.60416666666667,0.138888888888889,0.805555555555556,4.29166666666667,0.861111111111111,0.319444444444444,3.10416666666667,6.05555555555556,13.6388888888889,0.868055555555556,0.243055555555556,0.388888888888889,0.263888888888889,0.3125,6.93055555555556,0.138888888888889,0.0324305555555556,0.0416666666666667,0.0694444444444444,0.0347222222222222,0.243055555555556,8.91805555555556,4.66666666666667,4.09722222222222,0.256944444444444,0.354166666666667,0.0347222222222222,0.416666666666667,38.3958333333333,0.680555555555556,0.0293055555555556,0.00947916666666667,6.96527777777778
"544","SEA",1995,5.49,0.276,0.35,0.448,0.798,106,TRUE,4.5,9.4,1,4.1,7.5,1.81,0.317241379310345,1,39.1103448275862,34.4551724137931,9.49655172413793,1.90344827586207,0.137931034482759,1.2551724137931,5.28965517241379,0.758620689655172,0.282758620689655,3.78620689655172,6.00689655172414,15.4413793103448,0.751724137931034,0.268965517241379,0.358620689655172,0.23448275862069,0.36551724137931,7.12413793103448,0.16551724137931,0.0336551724137931,0.0620689655172414,0.0551724137931034,0.0206896551724138,0.268965517241379,8.89034482758621,4.88275862068966,4.44137931034483,0.255172413793103,0.324137931034483,0.0482758620689655,0.344827586206897,39.6068965517241,0.731034482758621,0.030551724137931,0.0103448275862069,8.04827586206897
"545","SFG",1995,4.53,0.253,0.323,0.404,0.727,95,FALSE,4.86,9.5,1.2,3.5,5.6,1.59,0.319444444444444,1,38.9097222222222,34.5208333333333,8.72222222222222,1.59027777777778,0.229166666666667,1.05555555555556,4.23611111111111,0.958333333333333,0.319444444444444,3.27777777777778,7.36111111111111,13.9375,0.638888888888889,0.395833333333333,0.548611111111111,0.166666666666667,0.381944444444444,7.26388888888889,0.173611111111111,0.0374305555555556,0.0833333333333333,0.0347222222222222,0.00694444444444444,0.236111111111111,8.98055555555556,5.38888888888889,4.85416666666667,0.354166666666667,0.388888888888889,0.104166666666667,0.298611111111111,39.3888888888889,0.576388888888889,0.0340277777777778,0.0100555555555556,7.04861111111111
"546","STL",1995,3.94,0.247,0.314,0.374,0.688,83,FALSE,4.09,9.2,1,3.2,6,1.89,0.321678321678322,1,37.4055944055944,33.4195804195804,8.26573426573426,1.66433566433566,0.167832167832168,0.748251748251748,3.72727272727273,0.552447552447552,0.321678321678322,3.04895104895105,6.43356643356643,12.5104895104895,0.769230769230769,0.321678321678322,0.335664335664336,0.27972027972028,0.216783216783217,6.69230769230769,0.146853146853147,0.0321678321678322,0.027972027972028,0.041958041958042,0.013986013986014,0.265734265734266,8.84755244755245,4.6013986013986,4.02097902097902,0.258741258741259,0.27972027972028,0.041958041958042,0.356643356643357,37.9020979020979,0.713286713286713,0.0301398601398601,0.00958741258741259,6.74825174825175
"547","TEX",1995,4.8,0.265,0.338,0.41,0.747,92,FALSE,4.66,9.7,1.1,3.6,5.9,1.63,0.319444444444444,1,38.6527777777778,34.1180555555556,9.05555555555556,1.71527777777778,0.166666666666667,0.958333333333333,4.52083333333333,0.625,0.326388888888889,3.65277777777778,6.09027777777778,13.9791666666667,0.777777777777778,0.229166666666667,0.340277777777778,0.3125,0.194444444444444,7.15972222222222,0.152777777777778,0.0347222222222222,0.0972222222222222,0.0277777777777778,0.0208333333333333,0.236111111111111,8.92361111111111,5,4.61805555555556,0.263888888888889,0.25,0.0416666666666667,0.416666666666667,39.0694444444444,0.729166666666667,0.0320833333333333,0.0102638888888889,7.29861111111111
"548","TOR",1995,4.46,0.26,0.328,0.409,0.737,92,FALSE,4.88,9.3,1,4.6,6.2,1.37,0.270833333333333,1,39.2361111111111,34.9722222222222,9.09027777777778,1.90972222222222,0.1875,0.972222222222222,4.25694444444444,0.520833333333333,0.111111111111111,3.41666666666667,6.29166666666667,14.2916666666667,0.826388888888889,0.305555555555556,0.229166666666667,0.3125,0.1875,7.49305555555556,0.138888888888889,0.0375,0.111111111111111,0.0555555555555556,0.0208333333333333,0.152777777777778,8.97361111111111,5.39583333333333,4.86805555555556,0.291666666666667,0.354166666666667,0.0277777777777778,0.506944444444444,40.0902777777778,0.673611111111111,0.0334027777777778,0.0106875,7.76388888888889
"549","ATL",1996,4.77,0.27,0.333,0.432,0.765,96,TRUE,3.52,8.4,0.7,2.8,7.6,2.76,0.259259259259259,1,38.8456790123457,34.6543209876543,9.34567901234568,1.62962962962963,0.172839506172839,1.21604938271605,4.53703703703704,0.512345679012346,0.265432098765432,3.2716049382716,6.37037037037037,14.9691358024691,0.888888888888889,0.166666666666667,0.425925925925926,0.308641975308642,0.253086419753086,7.12345679012346,0.111111111111111,0.0246913580246914,0.0864197530864197,0.0555555555555556,0.0185185185185185,0.283950617283951,9.0679012345679,4,3.54938271604938,0.395061728395062,0.117283950617284,0.0308641975308642,0.302469135802469,37.8518518518519,0.771604938271605,0.0216049382716049,0.00766049382716049,6.64814814814815
"550","BAL",1996,5.82,0.274,0.35,0.472,0.822,106,TRUE,5.14,9.8,1.3,3.7,6.4,1.75,0.276073619631902,1,39.840490797546,34.9018404907975,9.5521472392638,1.83435582822086,0.177914110429448,1.57668711656442,5.60736196319018,0.466257668711656,0.245398773006135,3.95705521472393,5.61349693251534,16.4723926380368,0.822085889570552,0.374233128834356,0.190184049079755,0.411042944785276,0.300613496932515,7.07975460122699,0.141104294478528,0.0339877300613497,0.0797546012269939,0.00613496932515337,0.00613496932515337,0.269938650306748,9.00736196319018,5.5398773006135,5.14723926380368,0.214723926380368,0.233128834355828,0.0306748466257669,0.233128834355828,39.6319018404908,0.588957055214724,0.03,0.00919631901840491,7.06134969325153
"551","BOS",1996,5.73,0.283,0.359,0.457,0.816,104,FALSE,4.98,9.9,1.1,4.5,7.2,1.61,0.339506172839506,1,40.4012345679012,35.5308641975309,10.0679012345679,1.90123456790123,0.191358024691358,1.29012345679012,5.44444444444444,0.561728395061728,0.271604938271605,3.96296296296296,6.2962962962963,16.2222222222222,0.91358024691358,0.41358024691358,0.203703703703704,0.290123456790123,0.308641975308642,7.72222222222222,0.141975308641975,0.0351234567901235,0.104938271604938,0.0308641975308642,0.0185185185185185,0.228395061728395,9,5.68518518518519,4.98148148148148,0.253086419753086,0.308641975308642,0.037037037037037,0.314814814814815,40.9444444444444,0.623456790123457,0.0296913580246914,0.00985802469135802,8.25925925925926
"552","CAL",1996,4.73,0.276,0.339,0.431,0.77,95,FALSE,5.3,9.7,1.4,4.1,6.6,1.59,0.322981366459627,1,39.2546583850932,35.3167701863354,9.75776397515528,1.59006211180124,0.149068322981366,1.19254658385093,4.51552795031056,0.329192546583851,0.242236024844721,3.27329192546584,6.04968944099379,15.223602484472,0.919254658385093,0.180124223602484,0.279503105590062,0.204968944099379,0.248447204968944,7.50931677018634,0.186335403726708,0.0363975155279503,0.0745341614906832,0.0496894409937888,0.0186335403726708,0.236024844720497,8.93788819875776,5.85714285714286,5.26086956521739,0.291925465838509,0.521739130434783,0.0496894409937888,0.496894409937888,40.1304347826087,0.577639751552795,0.0325465838509317,0.00952795031055901,7.45962732919255
"553","CHC",1996,4.77,0.251,0.32,0.401,0.721,88,FALSE,4.36,8.9,1.1,3.4,6.3,1.88,0.253086419753086,1,38.4506172839506,34.141975308642,8.5679012345679,1.64814814814815,0.117283950617284,1.08024691358025,4.47530864197531,0.666666666666667,0.308641975308642,3.2283950617284,6.72839506172839,13.6913580246914,0.777777777777778,0.376543209876543,0.407407407407407,0.296296296296296,0.296296296296296,6.65432098765432,0.104938271604938,0.0293827160493827,0.0617283950617284,0.0617283950617284,0.0308641975308642,0.209876543209877,8.98827160493827,4.75925925925926,4.35185185185185,0.339506172839506,0.339506172839506,0.0493827160493827,0.296296296296296,38.6913580246914,0.611111111111111,0.028641975308642,0.00845061728395062,6.96296296296296
"554","CHW",1996,5.54,0.281,0.36,0.447,0.807,108,FALSE,4.52,9.4,1.1,3.8,6.4,1.69,0.271604938271605,1,40.1049382716049,34.8395061728395,9.79012345679012,1.75308641975309,0.203703703703704,1.2037037037037,5.30864197530864,0.648148148148148,0.253086419753086,4.32716049382716,5.72222222222222,15.5617283950617,0.858024691358025,0.209876543209877,0.345679012345679,0.382716049382716,0.419753086419753,7.59876543209877,0.135802469135802,0.0302469135802469,0.0432098765432099,0.0246913580246914,0.00617283950617284,0.265432098765432,9.01851851851852,4.90123456790123,4.52469135802469,0.37037037037037,0.222222222222222,0.00617283950617284,0.364197530864198,39.537037037037,0.648148148148148,0.028641975308642,0.00906172839506173,7.58024691358025
"555","CIN",1996,4.8,0.256,0.331,0.422,0.753,98,FALSE,4.32,9,1,3.7,6.8,1.84,0.296296296296296,1,38.358024691358,33.6728395061728,8.62962962962963,1.59876543209877,0.222222222222222,1.17901234567901,4.52469135802469,1.05555555555556,0.388888888888889,3.7283950617284,7,14.2098765432099,0.709876543209877,0.209876543209877,0.438271604938272,0.302469135802469,0.290123456790123,6.88888888888889,0.148148148148148,0.0294444444444444,0.037037037037037,0.0493827160493827,0.0308641975308642,0.320987654320988,8.90740740740741,4.77160493827161,4.27160493827161,0.407407407407407,0.259259259259259,0.037037037037037,0.407407407407407,38.7469135802469,0.604938271604938,0.0276543209876543,0.00871604938271605,7.25308641975309
"556","CLE",1996,5.91,0.293,0.369,0.475,0.844,113,TRUE,4.34,9.5,1.1,3,6.4,2.13,0.273291925465839,1,40.2857142857143,35.2857142857143,10.3416149068323,2.08074534161491,0.142857142857143,1.35403726708075,5.61490683229814,0.993788819875776,0.31055900621118,4.16770186335404,5.24223602484472,16.7701863354037,1.01863354037267,0.267080745341615,0.211180124223602,0.354037267080745,0.273291925465839,7.60248447204969,0.111801242236025,0.0296894409937888,0.0807453416149068,0.0559006211180124,0.0186335403726708,0.285714285714286,9.01925465838509,4.77639751552795,4.34782608695652,0.260869565217391,0.242236024844721,0.0186335403726708,0.304347826086957,38.7888198757764,0.695652173913043,0.0272049689440994,0.00861490683229814,6.95031055900621
